지역,기준연도,세부영역,구조환경지수_t,구조환경지수_t1,구조환경_t1연도,구조환경지수_변화_t_t1,예산_t2연도,예산_t3연도,계획예산비중_t2_pct,계획예산비중_t3_pct,계획예산비중_변화_t2_t3_pp,예산누락주의_두연도,후행예산비중_증가,대응방향
부산,2021,4-2. 사회적 가치관,48.22730183085562,38.95492076872214,2022.0,-9.272381062133483,2023,2024.0,0.0381210977115993,0.013738861150566,-0.0243822365610332,False,False,하락 후 비중 비증가
서울,2020,4-2. 사회적 가치관,43.97362114116368,36.56485899665679,2021.0,-7.408762144506895,2022,2023.0,0.0022619715125045,0.0712712599065367,0.0690092883940322,False,True,하락 후 비중 증가
서울,2021,4-2. 사회적 가치관,36.56485899665679,29.156096852149886,2022.0,-7.408762144506902,2023,2024.0,0.0712712599065367,0.0563344670687586,-0.014936792837778,False,False,하락 후 비중 비증가
세종,2020,4-2. 사회적 가치관,55.541512568207786,49.11828546925655,2021.0,-6.423227098951237,2022,2023.0,0.0168604610947021,0.0125607232464445,-0.0042997378482576,False,False,하락 후 비중 비증가
세종,2021,4-2. 사회적 가치관,49.11828546925655,42.69505837030536,2022.0,-6.4232270989511875,2023,2024.0,0.0125607232464445,0.0121567983855771,-0.0004039248608673,False,False,하락 후 비중 비증가
울산,2016,4-2. 사회적 가치관,35.30196041712811,30.855066623460843,2017.0,-4.446893793667265,2018,2019.0,0.0489428244439873,0.0821298829438938,0.0331870584999065,False,True,하락 후 비중 증가
울산,2017,4-2. 사회적 가치관,30.855066623460843,26.408172829793585,2018.0,-4.4468937936672575,2019,2020.0,0.0821298829438938,0.0354800482786693,-0.0466498346652244,False,False,하락 후 비중 비증가
인천,2020,4-2. 사회적 가치관,51.74922072400319,46.32109733377644,2021.0,-5.4281233902267445,2022,2023.0,0.0019767782468133,0.0021185977343305,0.0001418194875171,True,True,하락 후 비중 증가
인천,2021,4-2. 사회적 가치관,46.32109733377644,40.89297394354965,2022.0,-5.428123390226794,2023,2024.0,0.0021185977343305,0.0009531131853678,-0.0011654845489627,False,False,하락 후 비중 비증가
전남,2016,4-2. 사회적 가치관,73.54920886054998,70.14390324643676,2017.0,-3.4053056141132174,2018,2019.0,0.0151133868189416,0.032135950000357,0.0170225631814154,True,True,하락 후 비중 증가
전남,2017,4-2. 사회적 가치관,70.14390324643676,66.73859763232352,2018.0,-3.405305614113246,2019,2020.0,0.032135950000357,0.0334657475900315,0.0013297975896744,False,True,하락 후 비중 증가
전남,2020,4-2. 사회적 가치관,71.51518335792217,70.8136499407579,2021.0,-0.7015334171642706,2022,2023.0,0.0542211434658342,0.0096970358410556,-0.0445241076247786,False,False,하락 후 비중 비증가
전남,2021,4-2. 사회적 가치관,70.8136499407579,70.11211652359364,2022.0,-0.7015334171642564,2023,2024.0,0.0096970358410556,0.0213972438366593,0.0117002079956037,True,True,하락 후 비중 증가
전북,2018,4-2. 사회적 가치관,66.21613531563662,66.16251147756323,2019.0,-0.0536238380733919,2020,2021.0,0.0195699467053375,0.025517729470031,0.0059477827646934,False,True,하락 후 비중 증가
전북,2019,4-2. 사회적 가치관,66.16251147756323,66.10888763948982,2020.0,-0.0536238380734062,2021,2022.0,0.025517729470031,0.0125944827270801,-0.0129232467429509,False,False,하락 후 비중 비증가
전북,2020,4-2. 사회적 가치관,66.10888763948982,62.68532939311024,2021.0,-3.423558246379585,2022,2023.0,0.0125944827270801,0.014951848000181,0.0023573652731008,False,True,하락 후 비중 증가
전북,2021,4-2. 사회적 가치관,62.68532939311024,59.26177114673068,2022.0,-3.4235582463795566,2023,2024.0,0.014951848000181,0.0140075347262854,-0.0009443132738955,False,False,하락 후 비중 비증가
제주,2018,4-2. 사회적 가치관,65.00562341562026,64.02265364163142,2019.0,-0.9829697739888416,2020,2021.0,0.0071040125422566,0.0765066414577992,0.0694026289155426,False,True,하락 후 비중 증가
제주,2019,4-2. 사회적 가치관,64.02265364163142,63.03968386764265,2020.0,-0.9829697739887706,2021,2022.0,0.0765066414577992,0.0546449463773193,-0.0218616950804799,False,False,하락 후 비중 비증가
제주,2020,4-2. 사회적 가치관,63.03968386764265,56.299808104507214,2021.0,-6.739875763135437,2022,2023.0,0.0546449463773193,0.0537422664479751,-0.0009026799293442,False,False,하락 후 비중 비증가
제주,2021,4-2. 사회적 가치관,56.299808104507214,49.55993234137183,2022.0,-6.739875763135387,2023,2024.0,0.0537422664479751,0.0400096252272623,-0.0137326412207127,False,False,하락 후 비중 비증가
충남,2020,4-2. 사회적 가치관,62.05331563821936,55.30765127518557,2021.0,-6.745664363033789,2022,2023.0,0.0691665816831534,0.0625184485506818,-0.0066481331324716,False,False,하락 후 비중 비증가
충남,2021,4-2. 사회적 가치관,55.30765127518557,48.56198691215179,2022.0,-6.745664363033782,2023,2024.0,0.0625184485506818,0.0,-0.0625184485506818,False,False,하락 후 비중 비증가
충북,2018,4-2. 사회적 가치관,64.1625432143189,55.46496771934651,2019.0,-8.69757549497239,2020,2021.0,0.0351443664678813,0.0132398347479021,-0.0219045317199792,False,False,하락 후 비중 비증가
충북,2019,4-2. 사회적 가치관,55.46496771934651,46.767392224374184,2020.0,-8.697575494972327,2021,2022.0,0.0132398347479021,0.0174832703604884,0.0042434356125863,False,True,하락 후 비중 증가
