지역,연도,세부영역,당해계획예산_백만원_provisional,사업수,예산결측_사업수,지역연도_전체계획예산_백만원,계획예산비중_pct,예산누락주의
충남,2018,4-1. 일·가정 양립 여건,356.0,5,1,1308334.9000000001,0.02721015849993759,True
충남,2019,4-1. 일·가정 양립 여건,200.0,5,0,1809236.0,0.011054389808736947,False
충남,2020,4-1. 일·가정 양립 여건,277.0,5,1,1425058.0,0.019437805338449382,True
충남,2021,4-1. 일·가정 양립 여건,687.0,9,0,1253034.0,0.05482692408984911,False
충남,2022,4-1. 일·가정 양립 여건,772.0,7,0,1666990.0,0.04631101566296139,False
충남,2023,4-1. 일·가정 양립 여건,802.0,8,0,1693900.0,0.04734636046992148,False
충남,2024,4-1. 일·가정 양립 여건,0.0,0,0,1060854.0,0.0,False
충남,2016,4-2. 사회적 가치관,193.0,28,0,1317305.0,0.014651124834415719,False
충남,2017,4-2. 사회적 가치관,240.5,31,0,1301513.7999999998,0.01847848251781887,False
충남,2018,4-2. 사회적 가치관,448.5,28,0,1308334.9000000001,0.03428021372815171,False
충남,2019,4-2. 사회적 가치관,433.0,32,0,1809236.0,0.023932753935915492,False
충남,2020,4-2. 사회적 가치관,468.0,24,1,1425058.0,0.032840768586261046,True
충남,2021,4-2. 사회적 가치관,1065.0,28,0,1253034.0,0.08499370328339055,False
충남,2022,4-2. 사회적 가치관,1153.0,25,0,1666990.0,0.06916658168315347,False
충남,2023,4-2. 사회적 가치관,1059.0,16,0,1693900.0,0.06251844855068185,False
충남,2024,4-2. 사회적 가치관,0.0,0,0,1060854.0,0.0,False
충남,2016,지표체계 외,646191.0,166,0,1317305.0,49.05401558484937,False
충남,2017,지표체계 외,651487.2,152,0,1301513.7999999998,50.056111583296314,False
충남,2018,지표체계 외,807479.2000000001,176,0,1308334.9000000001,61.718081509558445,False
충남,2019,지표체계 외,951214.0,159,0,1809236.0,52.57545173763953,False
충남,2020,지표체계 외,405854.0,178,3,1425058.0,28.47982327736836,True
충남,2021,지표체계 외,468228.0,188,0,1253034.0,37.36754150326328,False
충남,2022,지표체계 외,662627.0,203,0,1666990.0,39.749908517747556,False
충남,2023,지표체계 외,601069.0,198,0,1693900.0,35.48432611134069,False
충남,2024,지표체계 외,57208.0,36,0,1060854.0,5.392636498519118,False
충북,2016,1-1. 고용여건,2753.0,13,0,1198606.0,0.22968348231195237,False
충북,2017,1-1. 고용여건,5991.0,14,1,1184144.7,0.5059347898951877,True
충북,2018,1-1. 고용여건,4430.0,13,0,1087783.0,0.40725034312909836,False
충북,2019,1-1. 고용여건,9394.0,14,0,1216343.0,0.7723150460026489,False
충북,2020,1-1. 고용여건,33262.0,38,0,1730007.0,1.922651180024127,False
충북,2021,1-1. 고용여건,36349.28,49,0,1856518.6400000001,1.9579270154809754,False
충북,2022,1-1. 고용여건,38864.0,48,0,1864639.7,2.084263249355894,False
충북,2023,1-1. 고용여건,18057.0,53,0,1875132.0,0.9629722067566444,False
충북,2024,1-1. 고용여건,49459.0,63,0,2209471.0,2.23849962276038,False
충북,2016,1-2. 주거안정성,34.0,1,0,1198606.0,0.0028366285501657757,False
충북,2017,1-2. 주거안정성,34.4,1,0,1184144.7,0.002905050370955509,False
충북,2018,1-2. 주거안정성,38.0,1,0,1087783.0,0.0034933438011073904,False
충북,2019,1-2. 주거안정성,25367.0,4,0,1216343.0,2.0855137078932504,False
충북,2020,1-2. 주거안정성,6330.0,5,0,1730007.0,0.36589447325935676,False
충북,2021,1-2. 주거안정성,57463.0,10,0,1856518.6400000001,3.0952018881965007,False
충북,2022,1-2. 주거안정성,8111.0,12,0,1864639.7,0.4349902021285936,False
충북,2023,1-2. 주거안정성,4509.0,14,0,1875132.0,0.24046307139977346,False
충북,2024,1-2. 주거안정성,18394.0,20,0,2209471.0,0.8325069665996974,False
충북,2016,1-3. 경제적 여건,30085.0,33,2,1198606.0,2.5099991156393346,True
충북,2017,1-3. 경제적 여건,30444.0,30,1,1184144.7,2.5709695782956254,True
충북,2018,1-3. 경제적 여건,35015.0,36,2,1087783.0,3.2189324525204017,True
충북,2019,1-3. 경제적 여건,39055.0,34,0,1216343.0,3.210854175179205,False
충북,2020,1-3. 경제적 여건,135024.0,36,0,1730007.0,7.804823911117123,False
충북,2021,1-3. 경제적 여건,138376.0,36,0,1856518.6400000001,7.453520639038668,False
충북,2022,1-3. 경제적 여건,163657.59999999998,45,0,1864639.7,8.776902047081803,False
충북,2023,1-3. 경제적 여건,238264.0,43,0,1875132.0,12.706518794410208,False
충북,2024,1-3. 경제적 여건,273338.0,39,0,2209471.0,12.3711965443312,False
충북,2016,2-1. 돌봄 여건,388972.0,116,0,1198606.0,32.45203177691418,False
충북,2017,2-1. 돌봄 여건,540899.0,131,5,1184144.7,45.67845466858907,True
충북,2018,2-1. 돌봄 여건,400360.0,114,0,1087783.0,36.805134847667226,False
충북,2019,2-1. 돌봄 여건,525572.0,123,0,1216343.0,43.20919345941071,False
충북,2020,2-1. 돌봄 여건,553769.0,113,0,1730007.0,32.00963926735557,False
충북,2021,2-1. 돌봄 여건,588393.5,110,0,1856518.6400000001,31.693379604311435,False
충북,2022,2-1. 돌봄 여건,547626.5,120,0,1864639.7,29.369025018613513,False
충북,2023,2-1. 돌봄 여건,464395.0,119,0,1875132.0,24.765989807650875,False
충북,2024,2-1. 돌봄 여건,556354.0,121,0,2209471.0,25.18041648883375,False
충북,2016,2-2. 여가 인프라,607.0,32,0,1198606.0,0.05064216264560664,False
충북,2017,2-2. 여가 인프라,590.0,29,2,1184144.7,0.049824991827434606,True
충북,2018,2-2. 여가 인프라,701.0,30,1,1087783.0,0.06444300012042843,True
충북,2019,2-2. 여가 인프라,575.0,24,0,1216343.0,0.0472728498458083,False
충북,2020,2-2. 여가 인프라,118991.0,36,0,1730007.0,6.878064655229718,False
충북,2021,2-2. 여가 인프라,80014.0,21,0,1856518.6400000001,4.309894782419206,False
충북,2022,2-2. 여가 인프라,75314.0,32,0,1864639.7,4.039064490582282,False
충북,2023,2-2. 여가 인프라,95838.0,38,0,1875132.0,5.111000185586935,False
충북,2024,2-2. 여가 인프라,100242.0,43,0,2209471.0,4.536923091545442,False
충북,2016,2-3. 가사수행 격차,0.0,1,0,1198606.0,0.0,False
충북,2017,2-3. 가사수행 격차,0.0,0,0,1184144.7,0.0,False
충북,2018,2-3. 가사수행 격차,0.0,0,0,1087783.0,0.0,False
충북,2019,2-3. 가사수행 격차,0.0,0,0,1216343.0,0.0,False
충북,2020,2-3. 가사수행 격차,0.0,0,0,1730007.0,0.0,False
충북,2021,2-3. 가사수행 격차,1.0,1,0,1856518.6400000001,5.386425853499645e-05,False
충북,2022,2-3. 가사수행 격차,0.0,0,0,1864639.7,0.0,False
충북,2023,2-3. 가사수행 격차,0.0,0,0,1875132.0,0.0,False
충북,2024,2-3. 가사수행 격차,0.0,0,0,2209471.0,0.0,False
충북,2016,3-1. 의료서비스 여건,4930.0,25,0,1198606.0,0.41131113977403755,False
충북,2017,3-1. 의료서비스 여건,6836.0,26,0,1184144.7,0.577294312088717,False
충북,2018,3-1. 의료서비스 여건,10223.0,31,0,1087783.0,0.9398014125979172,False
충북,2019,3-1. 의료서비스 여건,5203.0,31,0,1216343.0,0.42775763086563573,False
충북,2020,3-1. 의료서비스 여건,3623.0,29,0,1730007.0,0.2094211179492337,False
충북,2021,3-1. 의료서비스 여건,4290.9,26,0,1856518.6400000001,0.23112614694781622,False
충북,2022,3-1. 의료서비스 여건,4627.0,21,0,1864639.7,0.24814445385883394,False
충북,2023,3-1. 의료서비스 여건,4963.0,22,0,1875132.0,0.26467470023443684,False
충북,2024,3-1. 의료서비스 여건,6710.0,22,0,2209471.0,0.30369260334261006,False
충북,2016,3-2. 산후조리 여건,2033.0,2,0,1198606.0,0.1696137012496183,False
충북,2017,3-2. 산후조리 여건,1758.0,2,0,1184144.7,0.148461585818017,False
충북,2018,3-2. 산후조리 여건,2233.0,4,0,1087783.0,0.20527991336507373,False
충북,2019,3-2. 산후조리 여건,3946.0,7,0,1216343.0,0.32441507042010354,False
충북,2020,3-2. 산후조리 여건,5005.0,9,0,1730007.0,0.28930518778247716,False
충북,2021,3-2. 산후조리 여건,7047.9,11,0,1856518.6400000001,0.37962990772880145,False
충북,2022,3-2. 산후조리 여건,6789.0,11,0,1864639.7,0.36409178674035525,False
충북,2023,3-2. 산후조리 여건,6005.0,14,0,1875132.0,0.32024412148051445,False
충북,2024,3-2. 산후조리 여건,7397.0,13,0,2209471.0,0.33478601891584003,False
충북,2016,3-3. 아동안전 수준,4282.0,4,0,1198606.0,0.35724833681793683,False
충북,2017,3-3. 아동안전 수준,4287.0,5,0,1184144.7,0.36203345756646127,False
충북,2018,3-3. 아동안전 수준,4316.0,6,0,1087783.0,0.3967703117257762,False
충북,2019,3-3. 아동안전 수준,4367.0,6,0,1216343.0,0.3590270178724258,False
충북,2020,3-3. 아동안전 수준,82.0,3,0,1730007.0,0.004739865214418207,False
충북,2021,3-3. 아동안전 수준,106.0,4,0,1856518.6400000001,0.005709611404709623,False
충북,2022,3-3. 아동안전 수준,12.5,3,0,1864639.7,0.0006703707960309973,False
충북,2023,3-3. 아동안전 수준,0.0,0,0,1875132.0,0.0,False
충북,2024,3-3. 아동안전 수준,184.0,3,0,2209471.0,0.008327785248143107,False
충북,2016,4-1. 일·가정 양립 여건,810.0,14,0,1198606.0,0.06757850369512584,False
충북,2017,4-1. 일·가정 양립 여건,84060.0,15,0,1184144.7,7.098794598329072,False
충북,2018,4-1. 일·가정 양립 여건,200.0,17,8,1087783.0,0.01838602000582837,True
충북,2019,4-1. 일·가정 양립 여건,564.0,19,0,1216343.0,0.04636849967484501,False
충북,2020,4-1. 일·가정 양립 여건,643.0,22,0,1730007.0,0.03716747966915741,False
충북,2021,4-1. 일·가정 양립 여건,579.0,18,0,1856518.6400000001,0.031187405691762943,False
충북,2022,4-1. 일·가정 양립 여건,615.4,17,0,1864639.7,0.03300369503019806,False
충북,2023,4-1. 일·가정 양립 여건,300.0,13,0,1875132.0,0.015998873679292976,False
충북,2024,4-1. 일·가정 양립 여건,488.0,13,0,2209471.0,0.02208673478855346,False
충북,2016,4-2. 사회적 가치관,166.0,15,0,1198606.0,0.013849421744927022,False
충북,2017,4-2. 사회적 가치관,221.0,17,0,1184144.7,0.018663259650615337,False
충북,2018,4-2. 사회적 가치관,324.0,23,2,1087783.0,0.029785352409441954,True
충북,2019,4-2. 사회적 가치관,341.0,37,0,1216343.0,0.028034855299861963,False
충북,2020,4-2. 사회적 가치관,608.0,38,0,1730007.0,0.03514436646788135,False
충북,2021,4-2. 사회적 가치관,245.8,16,0,1856518.6400000001,0.013239834747902126,False
충북,2022,4-2. 사회적 가치관,326.0,23,0,1864639.7,0.017483270360488412,False
충북,2023,4-2. 사회적 가치관,207.0,19,0,1875132.0,0.011039222838712155,False
충북,2024,4-2. 사회적 가치관,205.0,21,0,2209471.0,0.009278238999289876,False
충북,2016,지표체계 외,763934.0,124,0,1198606.0,63.73520573065712,False
충북,2017,지표체계 외,509024.3,129,1,1184144.7,42.986663707568844,True
충북,2018,지표체계 외,629943.0,141,3,1087783.0,57.910723002657704,True
충북,2019,지표체계 외,601959.0,123,0,1216343.0,49.4892476875355,False
충북,2020,지표체계 외,872670.0,138,0,1730007.0,50.44314849593094,False
충북,2021,지표체계 외,943652.26,136,0,1856518.6400000001,50.82912929977369,False
충북,2022,지표체계 외,1018696.7,160,0,1864639.7,54.632361415452,False
충북,2023,지표체계 외,1042594.0,149,0,1875132.0,55.60109901596261,False
충북,2024,지표체계 외,1196700.0,143,0,2209471.0,54.16228590463509,False
