region,year,category,subcategory,subcategory_contribution,subcategory_weight_total,subcategory_score
광주,2021,보건·안전,아동안전 수준,2.806824116878129,0.0430861723446893,65.14442950335754
광주,2022,보건·안전,아동안전 수준,2.556566073078366,0.0430861723446893,59.33611490540024
광주,2023,보건·안전,아동안전 수준,2.3828802814596717,0.0430861723446893,55.30498885806403
광주,2024,보건·안전,아동안전 수준,2.2056660932683023,0.0430861723446893,51.19197118794806
대구,2016,보건·안전,아동안전 수준,1.3447771846579355,0.0430861723446893,31.21134023927024
대구,2017,보건·안전,아동안전 수준,1.2418214478657663,0.0430861723446893,28.821809417907797
대구,2018,보건·안전,아동안전 수준,1.3785750336670668,0.0430861723446893,31.99576473487752
대구,2019,보건·안전,아동안전 수준,1.2811666602300678,0.0430861723446893,29.734984346735075
대구,2020,보건·안전,아동안전 수준,2.1203751886436897,0.0430861723446893,49.2124287968931
대구,2021,보건·안전,아동안전 수준,2.3761101829212983,0.0430861723446893,55.14785959431295
대구,2022,보건·안전,아동안전 수준,2.6909920907384706,0.0430861723446893,62.45604898969756
대구,2023,보건·안전,아동안전 수준,2.5053124120920662,0.0430861723446893,58.14655319227636
대구,2024,보건·안전,아동안전 수준,2.145017451649167,0.0430861723446893,49.78435852897371
대전,2016,보건·안전,아동안전 수준,1.0900729212623048,0.0430861723446893,25.29983198650653
대전,2017,보건·안전,아동안전 수준,1.5559810324663674,0.0430861723446893,36.11323419538222
대전,2018,보건·안전,아동안전 수준,2.20763902119329,0.0430861723446893,51.237761468625685
대전,2019,보건·안전,아동안전 수준,2.424039284291458,0.0430861723446893,56.26026059820642
대전,2020,보건·안전,아동안전 수준,3.305492488393493,0.0430861723446893,76.71817449806296
대전,2021,보건·안전,아동안전 수준,3.2797835965659288,0.0430861723446893,76.12148905518136
대전,2022,보건·안전,아동안전 수준,3.3740758270290763,0.0430861723446893,78.30994593895394
대전,2023,보건·안전,아동안전 수준,2.933107843544548,0.0430861723446893,68.07538669435954
대전,2024,보건·안전,아동안전 수준,2.3344424871008727,0.0430861723446893,54.18078144480632
부산,2016,보건·안전,아동안전 수준,2.1456763238149197,0.0430861723446893,49.79965049226258
