지역,대분류,중분류,원본_소계값,원본_소계출처,leaf_합계,차이,절대차이,오차율(%),절대오차율(%),QA_병합상태,결과,허용기준결과
부산,Ⅰ. 공통사업,1. 저출산 대책(공통사업),454753.0,별도소계행,454753.0,0.0,0.0,0.0,0.0,양쪽존재,일치,허용
부산,Ⅰ. 공통사업,2. 고령화 대책(공통사업),853153.0,별도소계행,853153.0,0.0,0.0,0.0,0.0,양쪽존재,일치,허용
부산,Ⅰ. 공통사업,3. 대응기반 강화(공통사업),18999.0,별도소계행,18697.0,-302.0,302.0,-1.59,1.59,양쪽존재,불일치,허용
부산,Ⅱ. 지자체 자체사업,1. 저출산 대책(자체사업),365519.0,별도소계행,365523.83,4.830000000016298,4.830000000016298,0.0,0.0,양쪽존재,불일치,허용
부산,Ⅱ. 지자체 자체사업,2. 고령화 대책(자체사업),57688.0,별도소계행,57689.1,1.0999999999985448,1.0999999999985448,0.0,0.0,양쪽존재,불일치,허용
부산,Ⅱ. 지자체 자체사업,3. 대응기반 강화(자체사업),7920.0,별도소계행,7920.6,0.6000000000003638,0.6000000000003638,0.01,0.01,양쪽존재,불일치,허용
서울,Ⅰ. 공통사업,1. 저출산 대책(공통사업),2143130.0,별도소계행,2143135.0,5.0,5.0,0.0,0.0,양쪽존재,불일치,허용
서울,Ⅰ. 공통사업,2. 고령화 대책(공통사업),1629511.0,별도소계행,1629511.0,0.0,0.0,0.0,0.0,양쪽존재,일치,허용
서울,Ⅱ. 지자체 자체사업,1. 저출산분야(자체사업),200504.0,별도소계행,200504.0,0.0,0.0,0.0,0.0,양쪽존재,일치,허용
서울,Ⅱ. 지자체 자체사업,2. 고령화 대책(자체사업),199911.0,별도소계행,199911.0,0.0,0.0,0.0,0.0,양쪽존재,일치,허용
서울,Ⅱ. 지자체 자체사업,3. 대응기반 강화(자체사업),13.0,별도소계행,13.0,0.0,0.0,0.0,0.0,양쪽존재,일치,허용
세종,Ⅰ. 공통사업,1. 저출산 대책(공통사업),2533.0,별도소계행,2533.0,0.0,0.0,0.0,0.0,양쪽존재,일치,허용
세종,Ⅰ. 공통사업,2. 고령화 대책(공통사업),35268.0,별도소계행,35268.0,0.0,0.0,0.0,0.0,양쪽존재,일치,허용
세종,Ⅱ. 지자체 자체사업,1. 저출산 대책(자체사업),53120.0,별도소계행,53120.0,0.0,0.0,0.0,0.0,양쪽존재,일치,허용
세종,Ⅱ. 지자체 자체사업,2. 고령화 대책(자체사업),6783.0,별도소계행,6783.0,0.0,0.0,0.0,0.0,양쪽존재,일치,허용
세종,Ⅱ. 지자체 자체사업,3. 대응기반 강화(자체사업),3.0,별도소계행,3.0,0.0,0.0,0.0,0.0,양쪽존재,일치,허용
울산,Ⅰ. 공통사업,1. 저출산 대책(공통사업),60111.0,별도소계행,217786.0,157675.0,157675.0,262.31,262.31,양쪽존재,불일치,초과
울산,Ⅰ. 공통사업,2. 고령화 대책(공통사업),166308.0,별도소계행,166256.0,-52.0,52.0,-0.03,0.03,양쪽존재,불일치,허용
울산,Ⅰ. 공통사업,3. 대응기반 강화(공통사업),43.0,별도소계행,43.0,0.0,0.0,0.0,0.0,양쪽존재,일치,허용
울산,Ⅱ. 지자체 자체사업,1. 저출산분야(자체사업),174405.0,별도소계행,174405.0,0.0,0.0,0.0,0.0,양쪽존재,일치,허용
울산,Ⅱ. 지자체 자체사업,2. 고령화분야(자체사업),18445.0,별도소계행,18445.0,0.0,0.0,0.0,0.0,양쪽존재,일치,허용
울산,Ⅱ. 지자체 자체사업,3. 대응기반 강화(자체사업),210.0,별도소계행,210.0,0.0,0.0,0.0,0.0,양쪽존재,일치,허용
인천,Ⅰ. 공통사업,1. 저출산 대책(공통사업),498065.0,별도소계행,498065.0,0.0,0.0,0.0,0.0,양쪽존재,일치,허용
인천,Ⅰ. 공통사업,2. 고령화 대책(공통사업),550664.0,별도소계행,550664.0,0.0,0.0,0.0,0.0,양쪽존재,일치,허용
인천,Ⅱ. 지자체 자체사업,1. 저출산 대책(자체사업),17193.0,별도소계행,17609.2,416.2000000000007,416.2000000000007,2.42,2.42,양쪽존재,불일치,허용
인천,Ⅱ. 지자체 자체사업,2. 고령화 대책(자체사업),28402.0,별도소계행,28402.0,0.0,0.0,0.0,0.0,양쪽존재,일치,허용
인천,Ⅱ. 지자체 자체사업,3. 대응기반 강화(자체사업),32.0,별도소계행,32.0,0.0,0.0,0.0,0.0,양쪽존재,일치,허용
전남,Ⅰ. 공통사업,1. 저출산  대책(공통사업),725220.0,별도소계행,725221.0,1.0,1.0,0.0,0.0,양쪽존재,불일치,허용
전남,Ⅰ. 공통사업,2. 고령화 분야(공통사업),887090.0,별도소계행,830447.0,-56643.0,56643.0,-6.39,6.39,양쪽존재,불일치,허용
전남,Ⅱ. 지자체 자체사업,1. 저출산 대책(자체사업),289000.0,별도소계행,289000.8,0.7999999999883585,0.7999999999883585,0.0,0.0,양쪽존재,불일치,허용
전남,Ⅱ. 지자체 자체사업,2. 고령화분야(자체사업),36884.0,별도소계행,36884.2,0.19999999999708962,0.19999999999708962,0.0,0.0,양쪽존재,불일치,허용
전남,Ⅱ. 지자체 자체사업,3. 대응기반 강화(자체사업),2133.0,별도소계행,2133.0,0.0,0.0,0.0,0.0,양쪽존재,일치,허용
전북,Ⅰ. 공통사업,1. 저출산 대책(공통사업),464234.0,별도소계행,464234.0,0.0,0.0,0.0,0.0,양쪽존재,일치,허용
전북,Ⅰ. 공통사업,2. 고령화 대책(공통사업),635755.0,중분류제목행,635755.0,0.0,0.0,0.0,0.0,양쪽존재,일치,허용
전북,Ⅱ. 지자체 자체사업,1. 저출산분야(자체사업),194826.0,별도소계행,194826.0,0.0,0.0,0.0,0.0,양쪽존재,일치,허용
전북,Ⅱ. 지자체 자체사업,2. 고령화 대책(자체사업),106315.0,별도소계행,106315.0,0.0,0.0,0.0,0.0,양쪽존재,일치,허용
전북,Ⅱ. 지자체 자체사업,3. 저출산 고령사회 대응기반 강화 자체사업,260.0,별도소계행,260.0,0.0,0.0,0.0,0.0,양쪽존재,일치,허용
제주,Ⅰ. 공통사업,1. 저출산 대책(공통사업),226210.0,별도소계행,226210.0,0.0,0.0,0.0,0.0,양쪽존재,일치,허용
제주,Ⅰ. 공통사업,2. 고령화 대책(공통사업),144372.0,별도소계행,144372.0,0.0,0.0,0.0,0.0,양쪽존재,일치,허용
제주,Ⅰ. 공통사업,3. 대응기반 강화(공통사업),26.0,별도소계행,26.0,0.0,0.0,0.0,0.0,양쪽존재,일치,허용
제주,Ⅱ. 지자체 자체사업,1. 저출산 대책(자체사업),124640.0,별도소계행,124641.0,1.0,1.0,0.0,0.0,양쪽존재,불일치,허용
제주,Ⅱ. 지자체 자체사업,2. 고령화 대책(자체사업),39077.0,별도소계행,39077.0,0.0,0.0,0.0,0.0,양쪽존재,일치,허용
제주,Ⅱ. 지자체 자체사업,3. 대응기반 강화(자체사업),8304.0,별도소계행,8304.0,0.0,0.0,0.0,0.0,양쪽존재,일치,허용
충남,Ⅰ. 공통사업,1. 저출산 대책(공통사업),295345.0,별도소계행,370165.0,74820.0,74820.0,25.33,25.33,양쪽존재,불일치,초과
충남,Ⅰ. 공통사업,2. 고령사회 대책(공통사업),604552.0,별도소계행,604552.0,0.0,0.0,0.0,0.0,양쪽존재,일치,허용
충남,Ⅰ. 공통사업,3. 대응기반 강화(공통사업),24.0,별도소계행,24.0,0.0,0.0,0.0,0.0,양쪽존재,일치,허용
충남,Ⅱ. 지자체 자체사업,1. 저출산 대책(자체사업),292108.0,별도소계행,292110.0,2.0,2.0,0.0,0.0,양쪽존재,불일치,허용
충남,Ⅱ. 지자체 자체사업,2. 고령사회 대책(자체사업),22575.0,별도소계행,38895.0,16320.0,16320.0,72.29,72.29,양쪽존재,불일치,초과
충남,Ⅱ. 지자체 자체사업,3. 대응기반 강화(자체사업),11531.0,별도소계행,11559.0,28.0,28.0,0.24,0.24,양쪽존재,불일치,허용
충북,Ⅰ. 공통사업,1. 저출산 대책(공통사업),323248.0,별도소계행,323249.0,1.0,1.0,0.0,0.0,양쪽존재,불일치,허용
충북,Ⅰ. 공통사업,2. 고령화 대책(공통사업),701228.0,별도소계행,701228.0,0.0,0.0,0.0,0.0,양쪽존재,일치,허용
충북,Ⅰ. 공통사업,3. 대응기반 강화(공통사업),43.0,별도소계행,25.0,-18.0,18.0,-41.86,41.86,양쪽존재,불일치,초과
충북,Ⅱ. 지자체 자체사업,1. 저출산 대책(자체사업),130824.0,별도소계행,130826.0,2.0,2.0,0.0,0.0,양쪽존재,불일치,허용
충북,Ⅱ. 지자체 자체사업,2. 고령화 대책(자체사업),42209.0,별도소계행,42212.0,3.0,3.0,0.01,0.01,양쪽존재,불일치,허용
충북,Ⅱ. 지자체 자체사업,3. 대응기반 강화(자체사업),1066.0,별도소계행,1066.0,0.0,0.0,0.0,0.0,양쪽존재,일치,허용
